booking_id;hotel;is_canceled;lead_time;arrival_date_week_number;booking_date;arrival_date;arrival_date_day_of_month;stays_in_weekend_nights;stays_in_week_nights;adults;children;babies;meal;country;market_segment;is_repeated_guest;previous_cancellations;assigned_room_type;booking_changes;deposit_type;agent;customer_type;required_car_parking_spaces;total_of_special_requests
162;NF Hotel;0;111;28;2018-03-17;2018-07-06;6;1;3;2;0;0;BB;Portugal;Online TA;0;0;C;0;No Deposit;240;No Contract (Single);0;2
163;NF Hotel;0;51;28;2018-05-16;2018-07-06;6;1;3;2;0;0;BB;United States of America (the);Online TA;0;0;G;0;No Deposit;241;No Contract (Single);1;2
164;NF Hotel;0;94;28;2018-04-03;2018-07-06;6;1;3;3;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;96;No Contract (Single);0;1
165;NF Hotel;0;81;28;2018-04-16;2018-07-06;6;1;3;2;2;0;HB;Switzerland;Direct;0;0;G;0;No Deposit;250;No Contract (Single);1;0
166;NF Hotel;0;84;28;2018-04-13;2018-07-06;6;1;3;2;0;1;BB;Portugal;Online TA;0;0;E;1;No Deposit;240;No Contract (Single);0;2
167;NF Hotel;0;51;28;2018-05-16;2018-07-06;6;1;3;3;0;0;BB;United States of America (the);Online TA;0;0;G;0;No Deposit;241;No Contract (Single);0;2
168;NF Hotel;0;111;28;2018-03-17;2018-07-06;6;0;0;2;0;0;BB;Portugal;Online TA;0;0;H;0;No Deposit;240;No Contract (Single);0;2
169;NF Hotel;0;0;28;2018-07-06;2018-07-06;6;0;0;1;0;0;BB;Portugal;Direct;0;0;H;0;No Deposit;250;No Contract (Single);0;0
170;NF Hotel;0;2;28;2018-07-04;2018-07-06;6;1;0;2;1;0;BB;Portugal;Direct;0;0;E;0;No Deposit;0;No Contract (Single);0;0
171;NF Hotel;0;7;28;2018-06-29;2018-07-06;6;1;1;2;0;0;BB;Portugal;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
172;NF Hotel;0;98;28;2018-03-30;2018-07-06;6;1;1;2;0;0;BB;United States of America (the);Online TA;0;0;F;0;No Deposit;240;No Contract (Single);1;1
173;NF Hotel;0;95;28;2018-04-02;2018-07-06;6;1;2;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
174;NF Hotel;1;48;28;2018-05-19;2018-07-06;6;1;3;2;0;0;HB;Portugal;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
175;NF Hotel;0;66;28;2018-05-01;2018-07-06;6;1;3;2;0;0;HB;Portugal;Offline TA/TO;0;0;E;0;No Deposit;175;No Contract (Single);0;0
176;NF Hotel;0;104;28;2018-03-24;2018-07-06;6;1;3;2;0;0;BB;Portugal;Online TA;0;0;C;1;No Deposit;240;No Contract (Single);0;1
177;NF Hotel;0;28;28;2018-06-08;2018-07-06;6;1;4;2;0;0;BB;Portugal;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
178;NF Hotel;0;34;28;2018-06-02;2018-07-06;6;1;4;2;0;0;HB;Unknown;Direct;0;0;F;0;No Deposit;250;No Contract (Single);1;0
179;NF Hotel;0;98;28;2018-03-30;2018-07-06;6;1;5;2;0;0;HB;Spain;Online TA;0;0;C;0;No Deposit;240;No Contract (Single);1;1
180;NF Hotel;0;104;28;2018-03-24;2018-07-06;6;1;5;2;0;0;BB;Unknown;Online TA;0;0;E;1;No Deposit;240;No Contract (Single);0;0
181;NF Hotel;0;68;28;2018-04-29;2018-07-06;6;2;5;2;2;0;HB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
182;NF Hotel;1;86;28;2018-04-11;2018-07-06;6;2;5;1;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;175;No Contract (Single);0;1
183;NF Hotel;0;258;28;2017-10-21;2018-07-06;6;2;5;2;0;0;BB;United Kingdom of Great Britain and Northern Ireland (the);Offline TA/TO;0;0;A;0;No Deposit;2;Contract (Single);0;0
184;NF Hotel;0;111;28;2018-03-17;2018-07-06;6;3;5;2;0;0;HB;Unknown;Online TA;0;0;C;0;No Deposit;240;No Contract (Single);0;1
185;NF Hotel;1;94;28;2018-04-03;2018-07-06;6;3;7;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;0
186;NF Hotel;0;112;28;2018-03-16;2018-07-06;6;3;7;2;0;0;BB;United Kingdom of Great Britain and Northern Ireland (the);Offline TA/TO;0;0;A;0;No Deposit;242;No Contract (Single);0;1
187;NF Hotel;0;100;28;2018-03-28;2018-07-06;6;3;7;2;0;0;BB;United Kingdom of Great Britain and Northern Ireland (the);Offline TA/TO;0;0;D;1;No Deposit;241;No Contract (Single);0;1
188;NF Hotel;0;33;28;2018-06-03;2018-07-06;6;3;7;2;0;0;HB;Unknown;Direct;0;0;F;5;No Deposit;250;No Contract (Single);0;1
189;NF Hotel;0;97;28;2018-03-31;2018-07-06;6;3;7;2;0;0;HB;United Kingdom of Great Britain and Northern Ireland (the);Offline TA/TO;0;0;D;0;No Deposit;156;Contract (Single);0;2
190;NF Hotel;0;80;28;2018-04-17;2018-07-06;6;3;8;1;0;0;BB;Unknown;Direct;0;0;A;1;No Deposit;0;No Contract (Single);0;0
191;NF Hotel;0;90;28;2018-04-07;2018-07-06;6;4;10;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;8;Contract (Single);0;0
192;NF Hotel;0;111;28;2018-03-17;2018-07-06;6;4;10;2;0;0;BB;United Kingdom of Great Britain and Northern Ireland (the);Offline TA/TO;0;0;A;0;No Deposit;40;Contract (Single);0;0
193;NF Hotel;0;65;28;2018-05-02;2018-07-06;6;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;127;No Contract (Single);0;0
194;NF Hotel;1;67;28;2018-05-01;2018-07-07;7;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
195;NF Hotel;0;55;28;2018-05-13;2018-07-07;7;0;3;2;0;0;BB;Spain;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;2
196;NF Hotel;0;21;28;2018-06-16;2018-07-07;7;0;3;2;1;0;HB;Unknown;Direct;0;0;F;0;No Deposit;250;No Contract (Single);0;1
197;NF Hotel;0;8;28;2018-06-29;2018-07-07;7;0;0;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;1
198;NF Hotel;0;8;28;2018-06-29;2018-07-07;7;0;0;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
199;NF Hotel;0;0;28;2018-07-07;2018-07-07;7;0;1;1;0;0;BB;United Kingdom of Great Britain and Northern Ireland (the);Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;3
200;NF Hotel;0;0;28;2018-07-07;2018-07-07;7;0;1;3;0;0;HB;Unknown;Direct;0;0;C;0;No Deposit;0;No Contract (Single);1;0
201;NF Hotel;0;0;28;2018-07-07;2018-07-07;7;0;1;1;0;0;BB;United Kingdom of Great Britain and Northern Ireland (the);Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;3
202;NF Hotel;0;8;28;2018-06-29;2018-07-07;7;0;4;3;2;0;BB;Spain;Online TA;0;0;H;2;No Deposit;240;No Contract (Single);0;1
203;NF Hotel;0;66;28;2018-05-02;2018-07-07;7;0;4;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;2
204;NF Hotel;0;88;28;2018-04-10;2018-07-07;7;0;4;3;0;0;HB;United States of America (the);Offline TA/TO;0;0;E;0;No Deposit;95;No Contract (Single);0;1
205;NF Hotel;0;0;28;2018-07-07;2018-07-07;7;0;4;2;0;0;BB;Unknown;Direct;0;0;A;2;No Deposit;0;No Contract (Single);0;0
206;NF Hotel;1;43;28;2018-05-25;2018-07-07;7;0;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;134;No Contract (Single);0;0
207;NF Hotel;1;88;28;2018-04-10;2018-07-07;7;2;5;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
208;NF Hotel;0;54;28;2018-05-14;2018-07-07;7;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;8;No Contract (Single);0;0
209;NF Hotel;1;292;28;2017-09-18;2018-07-07;7;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;2;Contract (Single);0;0
210;NF Hotel;0;112;28;2018-03-17;2018-07-07;7;4;10;2;0;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;156;Contract (Single);0;1
211;NF Hotel;0;68;28;2018-05-01;2018-07-08;8;0;3;2;0;0;BB;United Kingdom of Great Britain and Northern Ireland (the);Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
212;NF Hotel;0;7;28;2018-07-01;2018-07-08;8;0;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;2
213;NF Hotel;0;1;28;2018-07-07;2018-07-08;8;0;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;1
214;NF Hotel;1;113;28;2018-03-17;2018-07-08;8;0;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
215;NF Hotel;0;5;28;2018-07-03;2018-07-08;8;0;4;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;1
216;NF Hotel;0;83;28;2018-04-16;2018-07-08;8;0;4;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;105;No Contract (Single);0;1
217;NF Hotel;1;105;28;2018-03-25;2018-07-08;8;0;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
218;NF Hotel;0;0;28;2018-07-08;2018-07-08;8;0;1;1;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;146;No Contract (Single);0;0
219;NF Hotel;1;1;28;2018-07-07;2018-07-08;8;0;1;2;0;0;BB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;1
220;NF Hotel;1;1;28;2018-07-07;2018-07-08;8;0;1;2;0;0;BB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);0;1
221;NF Hotel;0;1;28;2018-07-07;2018-07-08;8;0;2;2;0;0;BB;Unknown;Corporate;0;0;F;0;No Deposit;0;No Contract (Single);1;1
222;NF Hotel;1;102;28;2018-03-28;2018-07-08;8;1;4;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;9;No Contract (Single);0;1
223;NF Hotel;0;113;28;2018-03-17;2018-07-08;8;2;4;2;0;0;BB;Unknown;Direct;0;0;E;1;No Deposit;250;No Contract (Single);1;1
224;NF Hotel;1;280;28;2017-10-01;2018-07-08;8;2;5;2;1;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;40;Contract (Single);0;1
225;NF Hotel;0;96;28;2018-04-03;2018-07-08;8;2;5;2;0;0;BB;United Kingdom of Great Britain and Northern Ireland (the);Online TA;0;0;F;0;No Deposit;240;No Contract (Single);0;1
226;NF Hotel;0;394;28;2017-06-09;2018-07-08;8;2;5;2;0;0;HB;United Kingdom of Great Britain and Northern Ireland (the);Offline TA/TO;0;0;D;0;No Deposit;40;Contract (Single);0;0
227;NF Hotel;0;33;28;2018-06-05;2018-07-08;8;2;5;2;0;0;HB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
228;NF Hotel;0;82;28;2018-04-17;2018-07-08;8;2;6;3;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;1
229;NF Hotel;0;100;28;2018-03-30;2018-07-08;8;2;7;3;0;0;BB;Unknown;Online TA;0;0;E;1;No Deposit;240;No Contract (Group);0;3
230;NF Hotel;0;100;28;2018-03-30;2018-07-08;8;2;7;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Group);0;2
231;NF Hotel;0;17;28;2018-06-22;2018-07-09;9;0;1;2;2;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;242;No Contract (Single);0;3
232;NF Hotel;0;68;28;2018-05-02;2018-07-09;9;0;2;3;0;0;BB;Unknown;Direct;0;0;C;0;No Deposit;250;No Contract (Single);1;1
233;NF Hotel;0;12;28;2018-06-27;2018-07-09;9;0;2;2;2;0;BB;Unknown;Direct;0;0;G;2;No Deposit;0;No Contract (Single);1;0
234;NF Hotel;1;77;28;2018-04-23;2018-07-09;9;0;3;2;0;0;BB;Unknown;Direct;0;0;D;0;No Deposit;250;No Contract (Single);0;0
235;NF Hotel;1;24;28;2018-06-15;2018-07-09;9;0;3;2;2;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;242;No Contract (Single);0;1
236;NF Hotel;1;44;28;2018-05-26;2018-07-09;9;0;3;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
237;NF Hotel;0;78;28;2018-04-22;2018-07-09;9;0;3;2;0;1;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
238;NF Hotel;1;17;28;2018-06-22;2018-07-09;9;1;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
239;NF Hotel;1;103;28;2018-03-28;2018-07-09;9;1;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
240;NF Hotel;0;16;28;2018-06-23;2018-07-09;9;1;3;1;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;1
241;NF Hotel;0;14;28;2018-06-25;2018-07-09;9;2;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;241;No Contract (Single);1;1
242;NF Hotel;0;77;28;2018-04-23;2018-07-09;9;2;3;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;177;No Contract (Single);0;0
243;NF Hotel;0;90;28;2018-04-10;2018-07-09;9;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;6;No Contract (Single);0;0
244;NF Hotel;0;90;28;2018-04-10;2018-07-09;9;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;40;Contract (Single);0;0
245;NF Hotel;0;90;28;2018-04-10;2018-07-09;9;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;143;Contract (Single);0;0
246;NF Hotel;0;366;28;2017-07-08;2018-07-09;9;2;5;2;0;0;HB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;40;Contract (Single);0;0
247;NF Hotel;0;249;28;2017-11-02;2018-07-09;9;2;5;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
248;NF Hotel;1;69;28;2018-05-01;2018-07-09;9;2;6;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
249;NF Hotel;0;10;28;2018-06-30;2018-07-10;10;0;1;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;0
250;NF Hotel;0;22;28;2018-06-18;2018-07-10;10;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
251;NF Hotel;0;91;28;2018-04-10;2018-07-10;10;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
252;NF Hotel;0;23;28;2018-06-17;2018-07-10;10;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
253;NF Hotel;0;11;28;2018-06-29;2018-07-10;10;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
254;NF Hotel;0;3;28;2018-07-07;2018-07-10;10;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
255;NF Hotel;0;13;28;2018-06-27;2018-07-10;10;0;2;2;1;0;HB;Unknown;Online TA;0;0;G;2;No Deposit;240;No Contract (Single);1;1
256;NF Hotel;0;108;28;2018-03-24;2018-07-10;10;0;2;2;0;0;BB;Unknown;Online TA;0;0;D;1;No Deposit;240;No Contract (Single);0;2
257;NF Hotel;0;91;28;2018-04-10;2018-07-10;10;0;2;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
258;NF Hotel;0;37;28;2018-06-03;2018-07-10;10;1;2;2;0;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;105;No Contract (Single);0;1
259;NF Hotel;0;21;28;2018-06-19;2018-07-10;10;1;2;2;0;0;BB;Unknown;Direct;0;0;C;0;No Deposit;250;No Contract (Single);0;1
260;NF Hotel;0;106;28;2018-03-26;2018-07-10;10;1;2;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;2
261;NF Hotel;0;30;28;2018-06-10;2018-07-10;10;2;2;2;0;0;FB;Unknown;Direct;0;0;F;0;No Deposit;0;No Contract (Group);0;1
262;NF Hotel;0;30;28;2018-06-10;2018-07-10;10;2;2;2;0;0;FB;Unknown;Direct;0;0;F;0;No Deposit;0;No Contract (Group);0;1
263;NF Hotel;1;51;28;2018-05-20;2018-07-10;10;2;3;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
264;NF Hotel;0;79;28;2018-04-22;2018-07-10;10;2;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
265;NF Hotel;0;21;28;2018-06-19;2018-07-10;10;2;3;2;0;2;HB;Unknown;Direct;0;0;C;1;No Deposit;250;No Contract (Single);1;3
266;NF Hotel;0;35;28;2018-06-05;2018-07-10;10;2;3;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);0;0
267;NF Hotel;0;78;28;2018-04-23;2018-07-10;10;2;5;2;0;0;HB;Unknown;Online TA;0;0;A;1;No Deposit;240;No Contract (Single);1;2
268;NF Hotel;0;31;28;2018-06-09;2018-07-10;10;2;5;2;0;0;HB;Unknown;Direct;0;0;D;1;No Deposit;250;No Contract (Single);1;1
269;NF Hotel;0;78;28;2018-04-23;2018-07-10;10;2;5;2;0;0;HB;Unknown;Online TA;0;0;D;1;No Deposit;240;No Contract (Single);0;2
270;NF Hotel;0;78;28;2018-04-23;2018-07-10;10;2;5;2;0;0;HB;Unknown;Online TA;0;0;E;1;No Deposit;240;No Contract (Single);1;2
271;NF Hotel;0;44;28;2018-05-27;2018-07-10;10;2;5;1;0;0;HB;Unknown;Offline TA/TO;0;0;E;2;No Deposit;244;No Contract (Single);0;0
272;NF Hotel;0;34;28;2018-06-06;2018-07-10;10;2;5;2;1;0;HB;Unknown;Online TA;0;0;F;0;No Deposit;241;No Contract (Single);0;3
273;NF Hotel;0;87;28;2018-04-14;2018-07-10;10;2;5;2;1;1;FB;Unknown;Offline TA/TO;0;0;C;0;No Deposit;5;No Contract (Single);0;2
274;NF Hotel;0;11;28;2018-06-29;2018-07-10;10;2;6;3;1;0;BB;Unknown;Direct;0;0;C;0;No Deposit;250;No Contract (Single);1;0
275;NF Hotel;0;115;28;2018-03-17;2018-07-10;10;2;7;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
276;NF Hotel;0;86;28;2018-04-15;2018-07-10;10;3;7;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;0
277;NF Hotel;0;41;28;2018-05-30;2018-07-10;10;4;7;2;0;1;BB;Unknown;Online TA;0;0;F;0;No Deposit;241;No Contract (Single);0;0
278;NF Hotel;0;32;28;2018-06-08;2018-07-10;10;4;9;2;0;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;241;No Contract (Single);0;0
279;NF Hotel;0;34;28;2018-06-06;2018-07-10;10;2;5;2;1;0;HB;Unknown;Online TA;0;0;D;0;No Deposit;241;No Contract (Single);0;3
280;NF Hotel;0;34;28;2018-06-06;2018-07-10;10;2;5;2;0;0;HB;Unknown;Online TA;0;0;F;0;No Deposit;241;No Contract (Single);0;1
281;NF Hotel;1;100;28;2018-04-02;2018-07-11;11;2;3;2;1;0;HB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;149;No Contract (Single);0;0
282;NF Hotel;0;44;28;2018-05-28;2018-07-11;11;2;3;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
283;NF Hotel;0;304;28;2017-09-10;2018-07-11;11;2;4;2;0;1;BB;Unknown;Direct;0;0;A;1;No Deposit;240;No Contract (Single);0;1
284;NF Hotel;1;36;28;2018-06-05;2018-07-11;11;2;4;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
285;NF Hotel;0;117;28;2018-03-16;2018-07-11;11;2;4;3;0;0;HB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;15;No Contract (Single);0;1
286;NF Hotel;0;70;28;2018-05-02;2018-07-11;11;2;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;2
287;NF Hotel;0;110;28;2018-03-23;2018-07-11;11;2;5;2;0;0;BB;Unknown;Direct;0;0;E;0;No Deposit;250;No Contract (Single);0;1
288;NF Hotel;1;109;28;2018-03-24;2018-07-11;11;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
289;NF Hotel;0;33;28;2018-06-08;2018-07-11;11;2;2;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;241;No Contract (Single);0;1
290;NF Hotel;0;33;28;2018-06-08;2018-07-11;11;2;2;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;0
291;NF Hotel;0;33;28;2018-06-08;2018-07-11;11;2;2;2;0;0;BB;Unknown;Online TA;0;0;E;1;No Deposit;240;No Contract (Single);0;0
292;NF Hotel;0;0;28;2018-07-11;2018-07-11;11;0;1;1;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;0;No Contract (Single);0;0
293;NF Hotel;0;0;28;2018-07-11;2018-07-11;11;0;1;2;0;0;HB;Unknown;Online TA;0;0;A;1;No Deposit;240;No Contract (Single);0;1
294;NF Hotel;0;0;28;2018-07-11;2018-07-11;11;0;1;2;0;0;BB;Unknown;Direct;0;0;G;0;No Deposit;0;No Contract (Single);0;0
295;NF Hotel;0;0;28;2018-07-11;2018-07-11;11;0;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
296;NF Hotel;0;84;28;2018-04-18;2018-07-11;11;1;1;2;0;0;HB;Unknown;Corporate;0;0;A;0;No Deposit;0;No Contract (Single);1;0
297;NF Hotel;0;71;28;2018-05-01;2018-07-11;11;1;1;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;175;No Contract (Single);0;0
298;NF Hotel;0;16;28;2018-06-25;2018-07-11;11;1;1;2;0;0;BB;Unknown;Online TA;0;0;C;0;No Deposit;242;No Contract (Single);0;1
299;NF Hotel;0;54;28;2018-05-18;2018-07-11;11;2;1;2;0;0;BB;Unknown;Online TA;0;0;F;0;No Deposit;240;No Contract (Single);0;0
300;NF Hotel;0;8;28;2018-07-03;2018-07-11;11;2;1;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
301;NF Hotel;0;36;28;2018-06-05;2018-07-11;11;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;5;No Contract (Single);1;0
302;NF Hotel;0;40;28;2018-06-01;2018-07-11;11;2;5;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;242;No Contract (Single);0;0
303;NF Hotel;1;59;28;2018-05-13;2018-07-11;11;2;6;2;0;0;BB;Unknown;Online TA;0;0;D;0;No Deposit;240;No Contract (Single);0;2
304;NF Hotel;0;79;28;2018-04-23;2018-07-11;11;2;6;2;2;0;HB;Unknown;Direct;0;0;G;1;No Deposit;250;No Contract (Single);0;0
305;NF Hotel;0;32;28;2018-06-09;2018-07-11;11;4;6;2;0;0;HB;Unknown;Online TA;0;0;E;1;No Deposit;240;No Contract (Single);1;0
306;NF Hotel;0;110;28;2018-03-23;2018-07-11;11;2;5;2;0;0;BB;Unknown;Direct;0;0;A;0;No Deposit;250;No Contract (Single);0;1
307;NF Hotel;0;33;28;2018-06-08;2018-07-11;11;2;5;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);1;0
308;NF Hotel;0;53;29;2018-05-20;2018-07-12;12;1;0;2;2;0;BB;Unknown;Online TA;0;0;G;0;No Deposit;240;No Contract (Single);1;0
309;NF Hotel;0;2;29;2018-07-10;2018-07-12;12;1;0;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;2
310;NF Hotel;0;8;29;2018-07-04;2018-07-12;12;2;4;2;1;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;2
311;NF Hotel;1;72;29;2018-05-01;2018-07-12;12;2;4;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;2
312;NF Hotel;0;12;29;2018-06-30;2018-07-12;12;2;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;0
313;NF Hotel;0;48;29;2018-05-25;2018-07-12;12;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;243;No Contract (Single);0;1
314;NF Hotel;0;90;29;2018-04-13;2018-07-12;12;2;5;2;0;0;FB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;5;No Contract (Group);0;1
315;NF Hotel;0;34;29;2018-06-08;2018-07-12;12;2;5;2;0;1;HB;Unknown;Offline TA/TO;0;0;D;1;No Deposit;156;No Contract (Single);0;1
316;NF Hotel;1;58;29;2018-05-15;2018-07-12;12;2;5;3;1;0;BB;Unknown;Direct;0;0;C;0;No Deposit;250;No Contract (Single);0;1
317;NF Hotel;0;59;29;2018-05-14;2018-07-12;12;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;115;Contract (Single);0;0
318;NF Hotel;0;90;29;2018-04-13;2018-07-12;12;2;5;2;0;1;FB;Unknown;Offline TA/TO;0;0;A;0;No Deposit;5;No Contract (Group);1;2
319;NF Hotel;0;116;29;2018-03-18;2018-07-12;12;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;E;0;No Deposit;40;Contract (Single);0;0
320;NF Hotel;0;31;29;2018-06-11;2018-07-12;12;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;243;No Contract (Single);0;0
321;NF Hotel;1;51;29;2018-05-22;2018-07-12;12;2;5;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;241;No Contract (Single);0;0
322;NF Hotel;0;48;29;2018-05-25;2018-07-12;12;2;5;2;0;0;BB;Unknown;Offline TA/TO;0;0;D;0;No Deposit;243;No Contract (Single);0;1
323;NF Hotel;0;59;29;2018-05-14;2018-07-12;12;2;5;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);1;2
324;NF Hotel;1;97;29;2018-04-06;2018-07-12;12;3;5;2;0;0;BB;Unknown;Online TA;0;0;E;0;No Deposit;240;No Contract (Single);0;1
325;NF Hotel;0;12;29;2018-06-30;2018-07-12;12;4;5;2;0;0;HB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);1;2
326;NF Hotel;0;64;29;2018-05-09;2018-07-12;12;4;5;2;0;0;BB;Unknown;Online TA;0;0;A;0;No Deposit;240;No Contract (Single);0;1
